ISBN13,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9781405522304,Heartburn,['Nora Ephron'],ePUB,12.99,12.99,1405522305,14-08-2012,"Little, Brown Book Group",192
9780316182683,The Art of Raising a Puppy (Revised Edition),['Monks of New Skete'],ePUB,29.99,29.99,316182680,29-06-2011,"Little, Brown and Company",300
9780008179991,Nevernight,['Jay Kristoff'],Hardcover,34.99,26.4,8179999,25-07-2016,HarperCollins Publishers,448
9780748116096,Summer Knight,['Jim Butcher'],ePUB,12.99,12.99,748116095,04-03-2010,"Little, Brown Book Group",416
9780241971857,Hooked,['Nir Eyal'],ePUB,18.99,18.99,241971853,04-11-2014,Penguin Books Ltd,256
9780066213262,failed to fetch page,,,,,,,,
9780978927080,Great Expectations (Illustrated),['Charles Dickens'],ePUB,0.99,0.99,978927087,18-03-2013,Top Five Books,
9780241950609,The Chrysalids,"['John Wyndham', 'M. John Harrison']",ePUB,15.99,15.99,241950600,01-04-2010,Penguin Books Ltd,224
9780761193029,The Natural Baby Sleep Solution,['Polly Moore Ph.D.'],ePUB,19.99,19.99,761193022,08-03-2016,Workman Publishing Company,192
9780141971391,Secrets of the Henna Girl,['Sufiya Ahmed'],ePUB,9.99,9.99,141971398,01-03-2012,Penguin Random House Children's UK,384
9780755387182,London Bridges,['James Patterson'],ePUB,12.99,12.99,075538718X,28-04-2011,Headline,321
9780241965306,Swing Time,['Zadie Smith'],ePUB,15.99,15.99,241965306,15-11-2016,Penguin Books Ltd,432
9780241956007,The Big Short,['Michael Lewis'],ePUB,14.99,14.99,241956005,27-01-2011,Penguin Books Ltd,288
9781408883433,The Priory of the Orange Tree,['Samantha Shannon'],ePUB,132.53,112.74,1408883430,26-02-2019,Bloomsbury Publishing,
9780141907055,Secrets,['Lesley Pearse'],ePUB,15.99,15.99,141907053,13-01-2005,Penguin Books Ltd,576
9780547677538,The American Heritage Dictionary of Idioms,['Christine Ammer'],ePUB,28.59,22.99,547677537,01-06-2018,Houghton Mifflin Harcourt,512
9780307595515,Why We Get Fat: And What to Do About It,['Gary Taubes'],ePUB,23.99,19.99,030759551X,28-12-2010,Knopf Doubleday Publishing Group,
9780241965177,A Delicate Truth,['John le Carré'],ePUB,15.99,15.99,241965179,25-04-2013,Penguin Books Ltd,320
9780748114399,Iceberg,['Clive Cussler'],ePUB,11.99,11.99,748114394,17-09-2009,"Little, Brown Book Group",400
9781405940948,The Story of Brexit,"['Jason Hazeley', 'Joel Morris']",ePUB,14.99,14.99,1405940948,25-10-2018,Penguin Books Ltd,56
9780786954070,The Legacy,['R.A. Salvatore'],ePUB,16.12,12.99,786954078,23-06-2009,Wizards of the Coast Publishing,352
9780141978154,Flash Boys,['Michael Lewis'],ePUB,15.99,15.99,141978155,31-03-2014,Penguin Books Ltd,320
9780141352015,Percy Jackson,['Rick Riordan'],ePUB,73.99,73.99,141352019,04-07-2013,Penguin Random House Children's UK,1024
9780297864097,Empire of the Deep,['Ben Wilson'],ePUB,11.99,11.99,297864092,25-07-2013,Orion,544
9780571350414,When we were Warriors,['Emma Carroll'],ePUB,10.99,9.99,571350410,05-02-2019,Faber & Faber,256
9781407017730,The Man Who Smiled,"['Henning Mankell', 'Laurie Thompson']",ePUB,15.99,15.99,140701773X,04-09-2008,Random House,448
9781326978471,The Limpet Syndrome,['Tony Moyle'],ePUB,3.29,1.8,1326978470,10-10-2017,Lulu.com,0
9780486499055,Easy Spanish Phrase Book New Edition,['Garcia Loaeza'],Paperback,13.02,13.02,486499057,21-03-2013,Dover Publications Inc.,80
9780307275103,failed to fetch page,,,,,,,,
9781405525480,Old Filth,['Jane Gardam'],ePUB,11.99,11.99,1405525487,17-01-2013,"Little, Brown Book Group",272
9781538711804,Total Control,['David Baldacci'],Paperback,41.75,41.75,153871180X,29-01-2019,GRAND CENTRAL PUBL            ,656
9780575097636,Moon Over Soho,['Ben Aaronovitch'],ePUB,11.99,11.99,575097639,21-04-2011,Orion,384
9780768422870,The God Chasers,['Tommy Tenney'],Paperback,36.84,36.84,768422876,01-02-2005,DESTINY IMAGE INC             ,300
9780307450227,failed to fetch page,,,,,,,,
9781306022118,Beside a Narrow Stream,['Faith Martin'],E-Book,0,0,1306022118,01-01-2008,Robert Hale & Company,224
9780330467575,Lie Down With Lions,['Ken Follett'],ePUB,13.95,10.4,330467573,04-09-2008,,0
9781119477266,The Fearless Organization,['Amy C. Edmondson'],ePUB,38.49,38.49,1119477263,14-11-2018,Wiley Professional Development (P&T),0
9780748112579,Shadow's Edge,['Brent Weeks'],ePUB,12.99,12.99,074811257X,11-06-2009,"Little, Brown Book Group",656
9780375981364,"Robots, Robots Everywhere","['Sue Fliess', 'Bob Staake']",ePUB,8.79,7.99,375981365,06-08-2013,Random House Children's Books,
9781328686008,The Doghouse,"['Jan Thomas', 'Jan Thomas']",ePUB,5.99,5.99,1328686000,19-06-2018,HarperCollins,
9780862788438,Stakeknife,"['Greg Harkin', 'Martin Ingram']",Paperback,36.95,36.95,862788439,18-02-2004,O'Brien Press Ltd,280
9780241970409,A Good Man in Africa,['William Boyd'],ePUB,15.99,15.99,241970407,19-12-2013,Penguin Books Ltd,352
9780575095908,A Little Hatred,['Joe Abercrombie'],ePUB,12.99,12.99,575095903,17-09-2019,Orion,480
9780141363943,The Hidden Oracle (The Trials of Apollo Book 1),['Rick Riordan'],ePUB,9.99,9.99,141363940,03-05-2016,Penguin Random House Children's UK,528
9781401924829,The Art of Extreme Self-Care,['Cheryl Richardson'],ePUB,17.59,14.99,1401924824,01-01-2009,Hay House,113
9780857201829,Blood Line,['Lynda La Plante'],ePUB,16.99,16.99,857201824,23-06-2011,Simon & Schuster UK,496
9781448103683,Hard-Boiled Wonderland and the End of the World,['Haruki Murakami'],ePUB,15.99,15.99,1448103681,10-10-2011,Random House,416
9780751505047,Night Probe!,['Clive Cussler'],Paperback,22.99,22.4,751505048,11-10-1993,Little Brown,384
9780141910673,Never Look Back,['Lesley Pearse'],ePUB,15.99,15.99,141910674,04-05-2006,Penguin Books Ltd,752
9780997532265,Summer Magic,['T.M. Cromer'],ePUB,5.99,5.99,997532262,17-04-2018,Fae Press,
9780141346106,An Abundance of Katherines,['John Green'],ePUB,9.99,9.99,141346108,28-06-2012,Penguin Random House Children's UK,272
9780749015763,Over a Hot Stove,['Flo Wadlow'],ePUB,8.99,8.99,749015764,26-09-2013,Allison & Busby,0
9780141907529,Jane Eyre,"['Charlotte Bronte', 'Stevie Davies']",ePUB,9.99,9.99,141907525,29-06-2006,Penguin Books Ltd,624
9781282466081,Save the Cat,['Blake Snyder'],E-Book,0,0,1282466089,15-05-2013,Michael Wiese Productions,195
9780718197810,Night,"['Elie Wiesel', 'Marion Wiesel']",ePUB,14.99,14.99,071819781X,03-05-2012,Penguin Books Ltd,144
9780785170402,Deadpool Vol. 1,"['Daniel Way', 'Paco Medina']",ePUB,13.19,10.99,785170405,25-06-2014,Marvel Entertainment,
9781405909747,No Escape,['Mary Burton'],ePUB,15.99,15.99,1405909749,07-11-2013,Penguin Books Ltd,432
9781101171127,Who Is Barack Obama?,"['Roberta Edwards', 'Who HQ', ""John O'Brien""]",ePUB,8.79,7.99,110117112X,24-12-2009,Penguin Young Readers Group,112
9781405523646,It's Now or Never,['Carole Matthews'],ePUB,12.99,12.99,1405523646,01-01-2013,"Little, Brown Book Group",416
9780752483115,Sandringham Days,['John Matson'],ePUB,18.49,15.99,752483110,29-02-2012,The History Press,192
9780230760967,failed to fetch page,,,,,,,,
9780007298976,Cold Granite,['Stuart MacBride'],ePUB,3.99,3.99,7298978,02-02-2009,HarperCollins Publishers,480
9780748112630,The Five People You Meet In Heaven,['Mitch Albom'],ePUB,11.99,11.99,748112634,11-06-2009,"Little, Brown Book Group",240
9780356504186,Cibola Burn,['James S. A. Corey'],ePUB,11.99,11.99,356504182,05-06-2014,"Little, Brown Book Group",592
9780575097674,Whispers Under Ground,['Ben Aaronovitch'],ePUB,12.99,12.99,575097671,21-06-2012,Orion,384
9781405925327,The Gathering Dark,['James Oswald'],ePUB,14.99,14.99,1405925329,25-01-2018,Penguin Books Ltd,448
9780748110827,Blue Smoke,['Nora Roberts'],ePUB,12.99,12.99,748110828,06-11-2008,"Little, Brown Book Group",448
9781405514972,The Silkworm,['Robert Galbraith'],ePUB,12.99,12.99,1405514973,19-06-2014,"Little, Brown Book Group",464
9780988852310,Hope(less),['Melissa Haag'],ePUB,0,0,988852314,17-06-2015,Melissa Haag,
9781405511988,Legend,['David Gemmell'],ePUB,11.99,11.99,1405511982,01-12-2011,"Little, Brown Book Group",432
9781370393756,"Oaths (Dragon Blood, Book 8)",['Lindsay Buroker'],ePUB,6.87,6.87,137039375X,24-04-2018,Lindsay Buroker,
9780241978719,The Cut Out Girl,['Bart van Es'],ePUB,15.99,15.99,241978718,02-08-2018,Penguin Books Ltd,256
9780241982419,My Family and Other Animals,['Gerald Durrell'],ePUB,14.99,14.99,241982413,20-04-2017,Penguin Books Ltd,320
9780241337790,Last Stories,['William Trevor'],ePUB,15.99,15.99,241337798,24-05-2018,Penguin Books Ltd,240
9780718197186,Aprons and Silver Spoons,['Mollie Moran'],ePUB,14.99,14.99,718197186,14-03-2013,Penguin Books Ltd,320
9780755382644,Moonlight and Ashes,['Rosie Goodwin'],ePUB,12.99,12.99,755382641,23-12-2010,Headline,366
9780241983522,The Glossy Years,['Nicholas Coleridge'],ePUB,15.99,15.99,241983525,26-09-2019,Penguin Books Ltd,400
9780547348063,Baking,['Dorie Greenspan'],ePUB,9.99,9.99,547348061,23-07-2013,HarperCollins,
9780141910116,Manhattan Transfer,"['John Dos Passos', 'Jay McInerney']",ePUB,15.99,15.99,141910119,31-08-2000,Penguin Books Ltd,368
9780830845507,Defending Your Marriage - The Reality of Spiritual Battle,"['Tim Muehlhoff', 'Clinton E. Arnold']",Paperback,31.64,27.5,083084550X,13-11-2018,InterVarsity Press,176
9781407070261,Echo Burning,['Lee Child'],ePUB,16.99,16.99,1407070266,22-09-2008,Transworld,576
9780241283226,In The Dark,['Cara Hunter'],ePUB,15.99,15.99,241283221,12-07-2018,Penguin Books Ltd,480
9780748109432,Lazybones,['Mark Billingham'],ePUB,12.99,12.99,748109439,04-09-2008,"Little, Brown Book Group",448
9780241251003,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),['Philippa Perry'],ePUB,16.99,16.99,241251001,07-03-2019,Penguin Books Ltd,288
9780330467896,Whiteout,['Ken Follett'],ePUB,13.95,10.4,330467891,04-09-2008,,0
9780751562835,The Other Wife,['Michael Robotham'],ePUB,11.99,11.99,751562831,26-06-2018,"Little, Brown Book Group",400
9780307796202,The Last Command,['Timothy Zahn'],ePUB,13.46,11.1,307796205,28-06-2011,Random House Worlds,
9780141938370,Ballet Shoes,['Noel Streatfeild'],ePUB,9.99,9.99,141938374,31-08-2006,Penguin Random House Children's UK,240
9780670921621,The Lean Startup,['Eric Ries'],ePUB,18.99,18.99,670921629,06-10-2011,Penguin Books Ltd,336
9781322006925,British Battles of the Napoleonic Wars 1793-1806,"['Martin Mace', 'John Grehan']",E-Book,0,0,132200692X,01-01-2013,Pen and Sword Military,234
9780141980270,The Nightingales are Drunk,['Hafez'],ePUB,4.99,4.99,141980273,26-02-2015,Penguin Books Ltd,96
9780007569243,The Singles Game,['Lauren Weisberger'],Paperback,22.99,19.75,7569246,19-12-2016,HarperCollins Publishers,432
9780571246045,End Games,['Michael Dibdin'],ePUB,13.19,11.99,571246044,04-09-2008,Faber & Faber,480
9780241974995,Reasons to be Cheerful,['Nina Stibbe'],ePUB,15.99,15.99,241974992,28-03-2019,Penguin Books Ltd,320
9780141951409,Defending the Guilty,['Alex McBride'],ePUB,15.99,15.99,141951400,01-04-2010,Penguin Books Ltd,288
9781311502452,Wiggly the Worm,['Arnie Lightning'],ePUB,1.42,1.42,1311502459,03-06-2015,Hey Sup Bye Publishing,
9780141886374,A Handful of Dust,['Evelyn Waugh'],ePUB,15.99,15.99,141886374,31-05-2012,Penguin Books Ltd,288
9781283589239,Red Sniper on the Eastern Front,['Joseph Pilyushin'],E-Book,0,0,1283589230,01-03-2010,PEN & SWORD BOOKS,296
9780718196332,Stormbird,['Conn Iggulden'],ePUB,15.99,15.99,718196333,10-10-2013,Penguin Books Ltd,512
9781328546395,AI Superpowers,['Kai-Fu Lee'],Hardcover,46.25,46.25,132854639X,25-09-2018,HarperCollins Publishers,272
9780349006895,The Secret Diaries of Miss Anne Lister - Vol.2,"['Anne Lister', 'Helena Whitbread']",ePUB,9.99,9.99,034900689X,24-02-2015,"Little, Brown Book Group",224
9780141923482,Cannery Row,"['Susan Shillinglaw', 'John Steinbeck']",ePUB,15.99,15.99,141923482,07-09-2000,Penguin Books Ltd,176
9780141979519,Liberty Bar,"['Georges Simenon', 'David Watson']",ePUB,15.99,15.99,141979518,05-03-2015,Penguin Books Ltd,112
9780761148357,The Introvert Advantage,['Marti Olsen Laney Psy.D.'],ePUB,23.99,23.99,761148353,01-02-2002,Workman Publishing Company,336
9780748113507,Gilead,['Marilynne Robinson'],ePUB,11.99,11.99,748113509,07-05-2009,"Little, Brown Book Group",288
9780141923086,Villages,['John Updike'],ePUB,15.99,15.99,141923083,23-02-2006,Penguin Books Ltd,336
9780141906072,Disobedience,['Naomi Alderman'],ePUB,15.99,15.99,141906073,05-04-2007,Penguin Books Ltd,288
9780575119574,I Am Legend,['Richard Matheson'],ePUB,9.99,9.99,575119578,01-09-2011,Orion,176
9780141902258,The Missing,['Chris Mooney'],ePUB,15.99,15.99,141902256,03-05-2007,Penguin Books Ltd,416
9780141927374,Red Sky at Sunrise,['Laurie Lee'],ePUB,18.99,18.99,141927372,01-01-2000,Penguin Books Ltd,544
9781405515979,Flesh Wounds,['Chris Brookmyre'],ePUB,12.99,12.99,140551597X,01-08-2013,"Little, Brown Book Group",416
9781409005216,How to Win Friends and Influence People,['Dale Carnegie'],ePUB,14.99,14.99,1409005216,30-09-2010,Ebury Publishing,304
9780761187141,The Useful Book,"['David Bowers', 'Sharon Bowers']",ePUB,23.99,23.99,761187146,14-06-2016,Workman Publishing Company,448
9781101200407,Shepherds Abiding,['Jan Karon'],ePUB,20.57,16.99,1101200405,28-09-2004,Penguin Publishing Group,304
9780141929873,James and the Giant Peach,"['Roald Dahl', 'Quentin Blake']",ePUB,9.99,9.99,141929871,06-09-2007,Penguin Random House Children's UK,160
9780748113354,Oryx And Crake,['Margaret Atwood'],ePUB,12.99,12.99,748113355,03-09-2009,"Little, Brown Book Group",448
9780307414298,failed to fetch page,,,,,,,,
9780735219090,Where the Crawdads Sing,['Delia Owens'],Hardcover,48.9,48.9,735219095,14-08-2018,G P PUTNAM SONS               ,384
9780330520102,The City & The City,['China Miéville'],ePUB,13.95,10.5,330520105,01-01-2010,,500
9780842379427,Heaven,['Randy Alcorn'],Hardcover,50.99,45.9,842379428,01-10-2004,Tyndale House Publishers,560
9781306020985,Narrow Is the Way,['Faith Martin'],E-Book,0,0,1306020980,01-01-2006,Robert Hale & Company,224
9780141914176,The Myth of Sisyphus,"['Albert Camus', ""Justin O'Brien"", 'James Wood']",ePUB,15.99,15.99,141914173,31-10-2013,Penguin Books Ltd,208
9780755379927,American Gods,['Neil Gaiman'],ePUB,12.99,12.99,755379926,10-11-2011,Headline,521
9781612120133,The Chicken Health Handbook,['Gail Damerow'],Paperback,45,43.25,161212013X,29-12-2015,Workman,496
9780141910680,Trust Me,['Lesley Pearse'],ePUB,15.99,15.99,141910682,29-06-2006,Penguin Books Ltd,720
9781119209614,The Ideal Team Player,['Patrick M. Lencioni'],ePUB,29.99,29.99,1119209617,13-05-2016,Wiley,240
9780285640450,Address Unknown,['Kathrine Kressmann Taylor'],ePUB,14.29,5.35,285640453,01-04-2011,Profile,64
9780575132498,Broken Homes,['Ben Aaronovitch'],ePUB,12.99,12.99,575132493,25-07-2013,Orion,320
9780802194442,Where the Bodies Are Buried,['Christopher Brookmyre'],ePUB,16.5,14.5,802194443,03-07-2012,Grove Atlantic,304
9780241349038,Chernobyl,['Serhii Plokhy'],ePUB,15.99,15.99,241349036,15-05-2018,Penguin Books Ltd,256
9780755350711,The Ladykiller,['Martina Cole'],ePUB,11.99,11.99,755350715,10-12-2009,Headline,300
9780141040035,Vince and Joy,['Lisa Jewell'],ePUB,15.99,15.99,141040033,04-08-2005,Penguin Books Ltd,512
9780463655368,Marius' Mules XII,['S.J.A. Turney'],ePUB,7.56,7.56,463655362,04-07-2019,S.J.A. Turney,
9780767922968,5 People Who Died During Sex,['Karl Shaw'],ePUB,8.55,7.99,767922964,13-02-2007,Crown,
9781409005018,The Burning,['Jane Casey'],ePUB,12.99,12.99,1409005011,11-11-2010,Ebury Publishing,496
9781101533512,The Secret,['Julie Garwood'],ePUB,15.42,12.99,110153351X,05-07-2011,Penguin Publishing Group,1
9781310518997,Bash Command Line Pro Tips,['Jason Cannon'],ePUB,0,0,1310518998,16-05-2015,Jason Cannon,
9780241388457,Crossfire,['Malorie Blackman'],ePUB,14.99,14.99,241388457,08-08-2019,Penguin Random House Children's UK,496
9781281282309,Robin Hood,['Paul D Storrie'],E-Book,0,0,1281282308,01-01-2007,Lerner Publishing Group,48
9780718198114,Threat Vector,"['Tom Clancy', 'Mark Greaney']",ePUB,15.99,15.99,718198115,06-12-2012,Penguin Books Ltd,720
9780241198155,failed to fetch page,,,,,,,,
9780748116973,The Black Prism,['Brent Weeks'],ePUB,11.99,11.99,748116974,26-08-2010,"Little, Brown Book Group",480
9780141373836,Death in the Spotlight,['Robin Stevens'],ePUB,9.99,9.99,141373830,04-10-2018,Penguin Random House Children's UK,352
9780141959801,War And Peace,"['Leo Tolstoy', 'Anthony Briggs', 'Orlando Figes']",ePUB,14.99,14.99,141959800,26-02-2009,Penguin Books Ltd,1472
9780141913872,Out of Africa,['Isak Dinesen'],ePUB,14.99,14.99,141913878,27-09-2001,Penguin Books Ltd,336
9780802189806,The Private Lives of the Tudors,['Sergei Lebedev'],ePUB,27.49,21.99,802189806,26-02-2020,Grove Atlantic,
9781405513463,Rebecca,"['Daphne Du Maurier', 'Sally Beauman']",ePUB,11.99,11.99,1405513462,09-02-2012,"Little, Brown Book Group",448
9780297609322,The Hairy Dieters,['Hairy Bikers'],ePUB,19.99,19.99,297609327,19-05-2016,Orion,192
9780547488981,Gooney Bird Greene,"['Lois Lowry', 'Middy Thomas']",ePUB,14.99,14.99,054748898X,01-04-2010,HarperCollins,96
9780748110025,Inversions,['Iain M. Banks'],ePUB,12.99,12.99,074811002X,04-09-2008,"Little, Brown Book Group",416
9780230760516,failed to fetch page,,,,,,,,
9780748116584,Proven Guilty,['Jim Butcher'],ePUB,12.99,12.99,748116583,04-03-2010,"Little, Brown Book Group",528
9780755352456,The Return,['Victoria Hislop'],ePUB,12.99,12.99,755352459,10-02-2008,Headline,300
9780241307168,The Penguin Book of the Contemporary British Short Story,['Philip Hensher'],ePUB,15.99,15.99,241307163,04-10-2018,Penguin Books Ltd,432
9781311220516,Thornbear,['Michael G. Manning'],ePUB,5,5,1311220518,09-05-2015,Michael G. Manning,
9780761171256,Steal Like an Artist,['Austin Kleon'],ePUB,19.99,19.99,761171258,28-02-2012,Workman Publishing Company,160
9780994135551,Falling For You,['Leeanna Morgan'],ePUB,9.25,9.25,994135556,16-10-2018,Rogan Press,
9780141375649,One Of Us Is Lying,['Karen M. McManus'],ePUB,12.99,12.99,141375647,01-06-2017,Penguin Random House Children's UK,240
9781118656402,Business Model Generation,['Yves Pigneur Alexander Osterwalder'],ePUB,45.09,45.09,1118656407,01-02-2013,Wiley Professional Development (P&T),288
9780463273975,Tennessee Night (The 8th Jack Nightingale Novel),['Stephen Leather'],ePUB,8.12,8.12,463273974,03-07-2018,Stephen Leather,
9780141971094,The Personal MBA,['Josh Kaufman'],ePUB,18.99,18.99,141971096,03-02-2011,Penguin Books Ltd,464
9780141985145,How to Change Your Mind,['Michael Pollan'],ePUB,15.99,15.99,141985143,17-05-2018,Penguin Books Ltd,400
9781407047201,Eragon: Book One,['Christopher Paolini'],ePUB,12.99,12.99,1407047205,08-03-2009,RHCB,528
9780698190665,Hooked,"['Nir Eyal', 'Ryan Hoover']",ePUB,36.75,36.75,698190661,04-11-2014,,256
9781405909754,You're Not Safe,['Mary Burton'],ePUB,15.99,15.99,1405909757,14-08-2014,Penguin Books Ltd,432
9781401940003,Mind Over Medicine,[],ePUB,19.94,16.05,1401940005,07-05-2013,Hay House,
9780349139876,Orange Is the New Black,['Piper Kerman'],ePUB,11.99,11.99,349139873,11-07-2013,"Little, Brown Book Group",352
9780312087791,"First Love, Last Love",['Judith Saxton'],Hardcover,0,0,312087799,01-03-1993,,
9780241957141,The Invisible Bridge,['Julie Orringer'],ePUB,15.99,15.99,241957141,29-03-2011,Penguin Books Ltd,624
9780141961392,Hothouse Flower,['Lucinda Riley'],ePUB,15.99,15.99,141961392,25-11-2010,Penguin Books Ltd,592
9780241984925,We are the Weather,['Jonathan Safran Foer'],ePUB,15.99,15.99,241984920,17-09-2019,Penguin Books Ltd,352
9780330514699,In a Dry Season,['Peter Robinson'],ePUB,12.35,8.95,330514695,21-08-2009,,0
9780473330347,Innocent Next Door,['Shelley Munro'],ePUB,5.99,5.99,473330342,15-10-2018,Munro Press,
9780071772204,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","['Kerry Patterson', 'Joseph Grenny', 'Ron McMillan', 'Al Switzler']",ePUB,26.41,21.99,71772200,13-12-2011,McGraw Hill LLC,288
9780857081025,The Art of War,"['Sun Tzu', 'Tom Butler-Bowdon']",ePUB,16.99,16.99,857081020,16-05-2016,Wiley,220
9781101621615,A Mind For Numbers,['Barbara Oakley PhD'],ePUB,25.7,20.99,1101621613,31-07-2014,Penguin Publishing Group,272
9780330469401,Past Reason Hated,['Peter Robinson'],ePUB,12.35,8.95,330469401,04-09-2008,,0
9780993413018,Seven Steps from Snowdon to Everest,['Mark Horrell'],ePUB,7.99,7.99,993413013,24-02-2020,Mountain Footsteps Press,
9780230767270,failed to fetch page,,,,,,,,
9780141928739,Freakonomics,"['Steven D. Levitt', 'Stephen J. Dubner']",ePUB,15.99,15.99,141928735,05-10-2006,Penguin Books Ltd,336
9780307388131,failed to fetch page,,,,,,,,
9780748120789,2001,['Arthur C. Clarke'],ePUB,11.99,11.99,748120785,03-06-2010,"Little, Brown Book Group",288
9780753553114,How To Be Right,"[""James O'Brien""]",ePUB,18.99,18.99,753553112,01-11-2018,Ebury Publishing,240
9780141972510,Blue Above the Chimneys,['Christine Marion Fraser'],ePUB,14.99,14.99,141972513,19-01-2012,Penguin Books Ltd,256
9780755128037,The Challenging Heights,['Max Hennessy'],ePUB,8.79,7.99,755128036,01-10-2015,House of Stratus,284
9780241983386,The Greek Myths,['Robert Graves'],ePUB,18.99,18.99,024198338X,28-09-2017,Penguin Books Ltd,784
9781101902912,Seven Principles for Making Marriage Work,"['John Phd Gottman', 'Nan Silver']",E-Book,0,0,1101902914,01-01-2015,Potter/Tenspeed/Harmony,
9780648324690,Wicked Wings,['Keri Arthur'],ePUB,6.99,6.99,648324699,08-10-2019,KA Publishing PTY LTD,
9780316561389,Girls of Paper and Fire,"['Natasha Ngan', 'James Patterson']",ePUB,18.99,18.99,031656138X,23-10-2018,"Little, Brown and Company",336
9780141941998,My Uncle Oswald,['Roald Dahl'],ePUB,15.99,15.99,141941995,28-03-2002,Penguin Books Ltd,208
9780307382092,failed to fetch page,,,,,,,,
9780993324789,Stasi Vice,['Max Hertzberg'],ePUB,4.99,4.99,993324789,17-10-2018,OV Press,
9781405909846,Guilt,"['Jussi Adler-Olsen', 'Martin Aitken']",ePUB,14.99,14.99,1405909846,27-02-2014,Penguin Books Ltd,464
9780307483775,Devil's Guard,['George R. Elford'],ePUB,8.55,7.99,307483770,18-12-2008,Random House Publishing Group,
9780307267450,failed to fetch page,,,,,,,,
9781137450630,How Generations Remember,['Monika Palmberger'],ePUB,0,0,1137450630,25-03-2022,Palgrave Macmillan UK,
9781405917100,Dead Men's Bones,['James Oswald'],ePUB,14.99,14.99,1405917105,03-07-2014,Penguin Books Ltd,484
9780141040950,World War One,['Norman Stone'],ePUB,14.99,14.99,141040955,27-03-2008,Penguin Books Ltd,240
9781370687138,The New Kid,['Maureen Straka'],ePUB,0,0,1370687133,21-04-2018,Maureen Straka,
9780141927411,Allen Carr's Easyweigh to Lose Weight,['Allen Carr'],ePUB,14.99,14.99,141927410,01-01-2000,Penguin Books Ltd,224
9781409007012,Moab Is My Washpot,['Stephen Fry'],ePUB,15.99,15.99,1409007014,22-02-2011,Random House,448
9781405909877,Poseidon's Arrow,"['Clive Cussler', 'Dirk Cussler']",ePUB,15.99,15.99,1405909870,20-11-2012,Penguin Books Ltd,528
9780141902715,Moon Tiger,"['Penelope Lively', 'Anthony Thwaite']",ePUB,15.99,15.99,014190271X,27-04-2006,Penguin Books Ltd,224
9780750957595,The Murder of Patience Brooke,['J.C. Briggs'],ePUB,16.49,4.75,075095759X,04-08-2014,The History Press,128
9780297857945,Marie Antoinette,['Lady Antonia Fraser'],ePUB,17.99,17.99,297857940,24-06-2010,Orion,640
9780141912561,On the Road,"['Jack Kerouac', 'Ann Charters']",ePUB,15.99,15.99,141912561,21-07-2011,Penguin Books Ltd,320
9781405937115,Shadow Tyrants,"['Clive Cussler', 'Boyd Morrison']",ePUB,14.99,14.99,1405937114,20-09-2018,Penguin Books Ltd,480
9781405934664,The Evidence Against You,['Gillian McAllister'],ePUB,15.99,15.99,1405934662,18-04-2019,Penguin Books Ltd,400
9780761178682,The Book of Questions,['Gregory Stock'],ePUB,19.99,19.99,761178686,10-09-2013,Workman Publishing Company,250
9781407016054,Ladder of Years,['Anne Tyler'],ePUB,15.99,15.99,1407016059,23-02-2010,Random House,336
9780230761353,failed to fetch page,,,,,,,,
9780571332823,The Somerset Tsunami,['Emma Carroll'],ePUB,10.99,9.99,057133282X,01-10-2019,Faber & Faber,304
9781405918909,Cover Your Eyes,['Mary Burton'],ePUB,15.99,15.99,140591890X,06-11-2014,Penguin Books Ltd,307
9780141970615,The Girl on the Cliff,['Lucinda Riley'],ePUB,15.99,15.99,141970618,27-10-2011,Penguin Books Ltd,576
9780761164029,Curly Girl,"['Lorraine Massey', 'Michele Bender', 'Deborah Chiel']",ePUB,25.25,20.23,761164022,13-01-2011,Workman Publishing Company,
9780307463654,failed to fetch page,,,,,,,,
9780141347707,failed to fetch page,,,,,,,,
9780547504186,Animal Farm And 1984,['George Orwell'],ePUB,15.99,15.99,547504187,01-06-2003,HarperCollins,
9780748122967,Leviathan Wakes,['James S. A. Corey'],ePUB,4.99,4.99,748122966,02-06-2011,"Little, Brown Book Group",448
9780755374014,Did You Miss Me?,['Karen Rose'],ePUB,11.99,11.99,755374010,08-11-2012,Headline,469
9780486111612,Journey to the Center of the Earth,['Jules Verne'],ePUB,1.45,1.45,048611161X,02-02-2012,Dover Publications,160
9780857207609,The King's Curse,['Philippa Gregory'],ePUB,13.99,13.99,857207601,14-08-2014,Simon & Schuster UK,608
9780241003114,Happiness by Design,['Paul Dolan'],ePUB,15.99,15.99,241003113,28-08-2014,Penguin Books Ltd,208
9780375980985,Where Do Diggers Sleep at Night?,"['Brianna Caplan Sayres', 'Christian Slade']",ePUB,11.99,10.99,375980989,22-05-2012,Random House Children's Books,
9780575088160,Best Served Cold,['Joe Abercrombie'],ePUB,12.99,12.99,575088168,01-06-2009,Orion,560
9780330477444,Journey to the River Sea - 10th Anniversary Edition,['Eva Ibbotson'],ePUB,10.5,7.9,330477447,04-09-2008,,320
9780141980867,The Shock Doctrine,['Naomi Klein'],ePUB,18.99,18.99,141980869,02-10-2014,Penguin Books Ltd,576
